projectname,classification,commenttext
SpringFramework,WITHOUT_CLASSIFICATION,//  non static getter 
SpringFramework,WITHOUT_CLASSIFICATION,//  Change back relying on casting to Advised 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-13582 
SpringFramework,WITHOUT_CLASSIFICATION,//  If explicitly false do not proceed with any other checks... 
SpringFramework,WITHOUT_CLASSIFICATION,//  As of 5.1 we explicitly optimize for a transaction-local EntityManager   aligned with native HibernateTransactionManager behavior. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Register given Hibernate mapping definitions contained in jar files. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Read the field attributes (the variables are ordered as in Section 4.7 of the JVMS).   Attribute offsets exclude the attribute_name_index and attribute_length fields. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Not a CGLIB method so it's OK. 
SpringFramework,WITHOUT_CLASSIFICATION,//  (with a pre and post offset by 1). 
SpringFramework,WITHOUT_CLASSIFICATION,//  Visit the local variable type annotations of the RuntimeVisibleTypeAnnotations attribute. 
SpringFramework,WITHOUT_CLASSIFICATION,//  If Derby isn't cleaned up properly this will fail...
SpringFramework,WITHOUT_CLASSIFICATION,//  Bound to two threads 
SpringFramework,WITHOUT_CLASSIFICATION,/* 	 * Add an attribute for a transactional method.	 * <p>Method names can be exact matches or of the pattern "xxx*"	 * "*xxx" or "*xxx*" for matching multiple methods.	 * @param methodName the name of the method	 * @param attr attribute associated with the method	  */
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-16304 
SpringFramework,WITHOUT_CLASSIFICATION,//  on the Enumeration when removing attributes. 
SpringFramework,WITHOUT_CLASSIFICATION,//  could also get column names 
SpringFramework,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------------------   Lifecycle in bean factory: automatically register/unregister beans  --------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Return merged result 
SpringFramework,WITHOUT_CLASSIFICATION,//  Matches subclass of MyTestBean 
SpringFramework,WITHOUT_CLASSIFICATION,//  multiple candidate vars but only one slot 
SpringFramework,WITHOUT_CLASSIFICATION,//  double slot left operand - should get boxed return false 
SpringFramework,WITHOUT_CLASSIFICATION,//  ------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Given default message does not contain any argument placeholders   (and isn't escaped for alwaysUseMessageFormat either) -> return as-is. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Factory may be null we defer the resolution right before actually creating the container 
SpringFramework,WITHOUT_CLASSIFICATION,//  Jenny is a singleton 
SpringFramework,WITHOUT_CLASSIFICATION,//  Try default variable resolution 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-8678 
SpringFramework,WITHOUT_CLASSIFICATION,//  fail on improper argument types at afterPropertiesSet 
SpringFramework,WITHOUT_CLASSIFICATION,//  should match because there testlast* in there 
SpringFramework,WITHOUT_CLASSIFICATION,//  OK let's obtain the editor... 
SpringFramework,WITHOUT_CLASSIFICATION,//  What we just unboxed might be a double slot item (long/double)   so can't just use SWAP 
SpringFramework,WITHOUT_CLASSIFICATION,//  But the flattened map retains the order from the input. 
SpringFramework,WITHOUT_CLASSIFICATION,/* 	 * Test method for	 * 'org.springframework.orm.jpa.EntityManagerFactoryUtils.doGetEntityManager(EntityManagerFactory)'	  */
SpringFramework,WITHOUT_CLASSIFICATION,//  missing one argument 
SpringFramework,WITHOUT_CLASSIFICATION,//  Different class is not equal 
SpringFramework,WITHOUT_CLASSIFICATION,//  empty environment 
SpringFramework,WITHOUT_CLASSIFICATION,//  Convenience methods to delegate to 
SpringFramework,WITHOUT_CLASSIFICATION,//  If we couldn't use the target type try regular prediction. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Section 4.7.6 of the JVMS states "Every CONSTANT_Class_info entry in the constant_pool table   which represents a class or interface C that is not a package member must have exactly one   corresponding entry in the classes array". To avoid duplicates we keep track in the info   field of the Symbol of each CONSTANT_Class_info entry C whether an inner class entry has   already been added for C. If so we store the index of this inner class entry (plus one) in 
SpringFramework,WITHOUT_CLASSIFICATION,//  It's an empty enum identifier: reset the enum value to null. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Retrieve the defaults for bean definitions within this parser context 
SpringFramework,WITHOUT_CLASSIFICATION,//  Register default environment beans. 
SpringFramework,WITHOUT_CLASSIFICATION,//  If neither of the candidates supports the mergedConfig based on resources but   ACIs or customizers were declared then delegate to the annotation config 
SpringFramework,WITHOUT_CLASSIFICATION,//  Common concrete collection classes 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-14651 
SpringFramework,WITHOUT_CLASSIFICATION,//  the element is a <description> -> ignore it 
SpringFramework,WITHOUT_CLASSIFICATION,//  Selection 
SpringFramework,WITHOUT_CLASSIFICATION,//  Only actually register it if there are destinations specified;   otherwise @MessageMapping is just being used as a (meta-annotation) marker. 
SpringFramework,WITHOUT_CLASSIFICATION,// (AdviceUsingThisJoinPoint) Aspects.aspectOf(AdviceUsingThisJoinPoint.class);  assertEquals("method-execution(int TestBean.getAge())"aspectInstance.getLastMethodEntered()); 
SpringFramework,WITHOUT_CLASSIFICATION,//  For rules that build nodes they are stacked here for return 
SpringFramework,WITHOUT_CLASSIFICATION,//  chain of statics ending with static property access 
SpringFramework,WITHOUT_CLASSIFICATION,//  We saved most evaluations 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-13453 
SpringFramework,WITHOUT_CLASSIFICATION,//  Data truncation   No data found   Value out of range   Integrity constraint violation   Triggered data change violation   With check violation 
SpringFramework,WITHOUT_CLASSIFICATION,//  Give BeanPostProcessors a chance to return a proxy instead of the target bean instance. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-12448 
SpringFramework,WITHOUT_CLASSIFICATION,//  Traverse the TestExecutionListeners in reverse order to ensure proper   "wrapper"-style execution of listeners. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Need re-wrapping until we get hold of the exception through usingWhen. 
SpringFramework,WITHOUT_CLASSIFICATION,//  this_class is just after the access_flags field (using 2 bytes). 
SpringFramework,WITHOUT_CLASSIFICATION,//  Second request: session id changes 
SpringFramework,WITHOUT_CLASSIFICATION,//  Only override default charset if the converter operates with a charset to begin with... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Code gen is different for -1 .. 6 because there are bytecode instructions specifically for those values 
SpringFramework,WITHOUT_CLASSIFICATION,//  scan *this* package 
SpringFramework,WITHOUT_CLASSIFICATION,//  we don't need it anymore. 
SpringFramework,WITHOUT_CLASSIFICATION,//  2500 is between DependencyInjectionTestExecutionListener (2000) and   DirtiesContextTestExecutionListener (3000) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Allow for custom post-processing before we actually build the ValidatorFactory. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-17506 
SpringFramework,WITHOUT_CLASSIFICATION,// assertEquals("Wrong value for @Cacheable key" anotherValue cache.get(key).get()); 
SpringFramework,WITHOUT_CLASSIFICATION,//  Use the URL constructor for applying the relative path as a URL spec 
SpringFramework,WITHOUT_CLASSIFICATION,//  Consider scoping 
SpringFramework,WITHOUT_CLASSIFICATION,//  Double-check within full dataSourceCache lock 
SpringFramework,WITHOUT_CLASSIFICATION,//  No matching persistence unit found - simply take the EntityManagerFactory 
SpringFramework,WITHOUT_CLASSIFICATION,/* 	 * See SPR-6640	  */
SpringFramework,WITHOUT_CLASSIFICATION,//  expected: should get resolved as class path resource   and there is no such resource in the class path... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Load config file if specified. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Old-school EhCache singleton sharing...   No way to find out whether we actually created a new CacheManager   or just received an existing singleton reference.
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-14520 
SpringFramework,WITHOUT_CLASSIFICATION,//  fixedInterceptorMap only populated at this point after getCallbacks call above 
SpringFramework,WITHOUT_CLASSIFICATION,//  ConverterRegistry implementation 
SpringFramework,WITHOUT_CLASSIFICATION,//  Register Triggers. 
SpringFramework,WITHOUT_CLASSIFICATION,//  HEAD 
SpringFramework,WITHOUT_CLASSIFICATION,//  Explicit qualifier metadata on bean definition? (typically in XML definition) 
SpringFramework,WITHOUT_CLASSIFICATION,//  set up a writer for the tag content to be written to 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check that an object name has been specified. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Find a param aware ancestor 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-13455 
SpringFramework,WITHOUT_CLASSIFICATION,//  Invoke factory processors registered as beans in the context. 
SpringFramework,WITHOUT_CLASSIFICATION,//  JPA 2.1 API available but method not actually implemented in persistence provider:   falling back to regular createEntityManager method.
SpringFramework,WITHOUT_CLASSIFICATION,//  Either create a new table or reuse the existing one 
SpringFramework,WITHOUT_CLASSIFICATION,//  it's a match 
SpringFramework,WITHOUT_CLASSIFICATION,//  Reset original thread context ClassLoader. 
SpringFramework,WITHOUT_CLASSIFICATION,//  [handlerStarthandlerEnd[ - [rangeStartrangeEnd[ = [handlerStartrangeStart[ 
SpringFramework,WITHOUT_CLASSIFICATION,//  test matching with *'s 
SpringFramework,WITHOUT_CLASSIFICATION,//  Subscription id's may also be populated via getSubscriptions() 
SpringFramework,WITHOUT_CLASSIFICATION,//  Static methods 
SpringFramework,WITHOUT_CLASSIFICATION,//  Any nested <beans> elements will cause recursion in this method. In   order to propagate and preserve <beans> default-* attributes correctly   keep track of the current (parent) delegate which may be null. Create   the new (child) delegate with a reference to the parent for fallback purposes   then ultimately reset this.delegate back to its original (parent) reference.   this behavior emulates a stack of delegates without actually necessitating one.
SpringFramework,WITHOUT_CLASSIFICATION,//  Ignore as does PropertyDescriptor#getPropertyType 
SpringFramework,WITHOUT_CLASSIFICATION,//  The config class is annotated with @ComponentScan -> perform the scan immediately 
SpringFramework,WITHOUT_CLASSIFICATION,//  Has the parser entered a {...} variable capture block in a particular 
SpringFramework,WITHOUT_CLASSIFICATION,//  contains() 
SpringFramework,WITHOUT_CLASSIFICATION,//  data(Publisher<T> Class<T>) 
SpringFramework,WITHOUT_CLASSIFICATION,//  only prepend if not already an absolute path 
SpringFramework,WITHOUT_CLASSIFICATION,//  configure the advisor 
SpringFramework,WITHOUT_CLASSIFICATION,//  Explicitly configured warn logger in logException method. 
SpringFramework,WITHOUT_CLASSIFICATION,/*  Bridges signals to and from the completionSubscriber  */
SpringFramework,WITHOUT_CLASSIFICATION,//  Convert to HttpHeaders to avoid "\n" 
SpringFramework,WITHOUT_CLASSIFICATION,//  Also tests empty value 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-9390 
SpringFramework,WITHOUT_CLASSIFICATION,//  Based on number of captures 
SpringFramework,WITHOUT_CLASSIFICATION,//  Should not throw 
SpringFramework,WITHOUT_CLASSIFICATION,//  JDK <1.8 doesn't support getOutputStream with HTTP DELETE 
SpringFramework,WITHOUT_CLASSIFICATION,//  pre and post offset by 1). The jump offset is 8 bytes (3 for IFNOTxxx 5 for GOTO_W). 
SpringFramework,WITHOUT_CLASSIFICATION,//  Map to array 
SpringFramework,WITHOUT_CLASSIFICATION,//  Simple 
SpringFramework,WITHOUT_CLASSIFICATION,//  Use the default ClassLoader... 
SpringFramework,WITHOUT_CLASSIFICATION,//  test string-arg getter with null id 
SpringFramework,WITHOUT_CLASSIFICATION,//  Create a child factory with a bean that should be woven 
SpringFramework,WITHOUT_CLASSIFICATION,//  failed prior to fix for SPR-9453 
SpringFramework,WITHOUT_CLASSIFICATION,//  the updated script surrounds the message in quotes before returning... 
SpringFramework,WITHOUT_CLASSIFICATION,//  never happen 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-12444 
SpringFramework,WITHOUT_CLASSIFICATION,//  size now 3 
SpringFramework,WITHOUT_CLASSIFICATION,//  JPA 2.1's createEntityManager(SynchronizationType Map)   Redirect to plain createEntityManager and add synchronization semantics through Spring proxy 
SpringFramework,WITHOUT_CLASSIFICATION,//  Add all the Spring advisors found according to superclass rules. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Three outcomes of that previous line:   1) the input argument was already compatible (ie. array of valid type) and nothing was done   2) the input argument was correct type but not in an array so it was made into an array 
SpringFramework,WITHOUT_CLASSIFICATION,//  a series of identifiers and dollars into a single identifier. 
SpringFramework,WITHOUT_CLASSIFICATION,//  exclude this class from scanning since it's in the scanned package 
SpringFramework,WITHOUT_CLASSIFICATION,//  Shortcut: use the pre-converted values as-is. 
SpringFramework,WITHOUT_CLASSIFICATION,//  We need to use the default. 
SpringFramework,WITHOUT_CLASSIFICATION,//  right/left 
SpringFramework,WITHOUT_CLASSIFICATION,//  String is exhausted 
SpringFramework,WITHOUT_CLASSIFICATION,//  simply must not bail...
SpringFramework,WITHOUT_CLASSIFICATION,//  Using nullSafeHashCode for proper array hashCode handling 
SpringFramework,WITHOUT_CLASSIFICATION,//  Visit the Module ModulePackages and ModuleMainClass attributes. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Use simpler method if there are no nested annotations 
SpringFramework,WITHOUT_CLASSIFICATION,//  consume relational operator token 
SpringFramework,WITHOUT_CLASSIFICATION,//  Should call the non varargs version of concat 
SpringFramework,WITHOUT_CLASSIFICATION,//  merges all values 
SpringFramework,WITHOUT_CLASSIFICATION,//  Now test distinct bean with swapped value in factory to ensure the two are independent 
SpringFramework,WITHOUT_CLASSIFICATION,//  ensure setAsText can consume the return value of getAsText 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check that it is supported. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Ignore when no TransformerFactory implementation is available...
SpringFramework,WITHOUT_CLASSIFICATION,//  only increment when creating the actual target - not the proxy 
SpringFramework,WITHOUT_CLASSIFICATION,//  this will ensure that the reference is resolved at runtime. 
SpringFramework,WITHOUT_CLASSIFICATION,//  "java.class.path" manifest evaluation... 
SpringFramework,WITHOUT_CLASSIFICATION,//  /hotels/* + /booking -> /hotels/booking 
SpringFramework,WITHOUT_CLASSIFICATION,//  Separate between BeanFactoryPostProcessors that implement PriorityOrdered 
SpringFramework,WITHOUT_CLASSIFICATION,//  Servlet 3.0 getParameterNames() not guaranteed to include multipart form items   (e.g. on WebLogic 12) -> need to merge them here to be on the safe side
SpringFramework,WITHOUT_CLASSIFICATION,//  Read the instruction. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Ignore reinitialization if same context passed in. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Only in 2.0 XSD: moved to context namespace as of 2.1 
SpringFramework,WITHOUT_CLASSIFICATION,//  @CacheKey 
SpringFramework,WITHOUT_CLASSIFICATION,//  Bean name or resolved handler?
SpringFramework,WITHOUT_CLASSIFICATION,/* 		 Try with Locale.US		 Since the msg has a time value in it we will use String.indexOf(...)		 to just look for a substring without the time.  This is because it is		 possible that by the time we store a time variable in this method		 and the time the ResourceBundleMessageSource resolves the msg the		 minutes of the time might not be the same.		  */
SpringFramework,WITHOUT_CLASSIFICATION,//  Parse listener specific settings 
SpringFramework,WITHOUT_CLASSIFICATION,// see https://download.oracle.com/javase/1.5.0/docs/api/java/lang/System.html#getenv(java.lang.String) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Intentionally NOT annotated with @Configuration 
SpringFramework,WITHOUT_CLASSIFICATION,//  not needed for the tests but here for completeness 
SpringFramework,WITHOUT_CLASSIFICATION,//  Just subscribe without requesting 
SpringFramework,WITHOUT_CLASSIFICATION,//  leading whitespace control characters (00-1F) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Can't use a more specific hashCode since we can't rely on   this.destination.hashCode() actually being the same value   for equivalent destinations... Thanks a lot WebSphere MQ! 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-13328 
SpringFramework,WITHOUT_CLASSIFICATION,/*  (non-Javadoc)	 * @see org.springframework.aop.MethodBeforeAdvice#before(java.lang.reflect.Method java.lang.Object[] java.lang.Object)	  */
SpringFramework,WITHOUT_CLASSIFICATION,//  Session invalidated - shouldn't usually happen. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Make sure bean class is actually resolved at this point. 
SpringFramework,WITHOUT_CLASSIFICATION,//  update the attributes 
SpringFramework,WITHOUT_CLASSIFICATION,//  non-singleton non-static 
SpringFramework,WITHOUT_CLASSIFICATION,//  First invoke the BeanDefinitionRegistryPostProcessors that implement PriorityOrdered. 
SpringFramework,WITHOUT_CLASSIFICATION,//  CodeFlow.toPrimitiveTargetDesc(leftDesc); 
SpringFramework,WITHOUT_CLASSIFICATION,//  Choose a "direct to target" dispatcher (used for 
SpringFramework,WITHOUT_CLASSIFICATION,//  exception handler ranges. 
SpringFramework,WITHOUT_CLASSIFICATION,// -------------------------------------------------------------------------   Delegate methods for resolving injection points  ------------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  which might give an indication on the desired target type. 
SpringFramework,WITHOUT_CLASSIFICATION,//  "never cache" 
SpringFramework,WITHOUT_CLASSIFICATION,//  Mark handlerBlock as an exception handler. 
SpringFramework,WITHOUT_CLASSIFICATION,//  nested placeholders   deeply nested placeholders   unresolvable placeholder   unresolvable w/ default   cyclic reference left   cyclic reference right 
SpringFramework,WITHOUT_CLASSIFICATION,//  Set up infrastructure. 
SpringFramework,WITHOUT_CLASSIFICATION,//  varargs char 
SpringFramework,WITHOUT_CLASSIFICATION,//  lots of whitespace 
SpringFramework,WITHOUT_CLASSIFICATION,//  Kotlin module 
SpringFramework,WITHOUT_CLASSIFICATION,//  Should only have one value child element: ref value list etc.   Optionally there might be a key child element. 
SpringFramework,WITHOUT_CLASSIFICATION,//  variant with non-standard write method 
SpringFramework,WITHOUT_CLASSIFICATION,//  /{foo} + /bar => /{foo}/bar 
SpringFramework,WITHOUT_CLASSIFICATION,//  Probably from a TreeMap - ignore. 
SpringFramework,WITHOUT_CLASSIFICATION,//  conflicting priority 
SpringFramework,WITHOUT_CLASSIFICATION,//  OpInc 
SpringFramework,WITHOUT_CLASSIFICATION,//  Skip leading separators that would be in the result 
SpringFramework,WITHOUT_CLASSIFICATION,//  - The offset of the InnerClasses attribute or 0. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Oracle uses catalog name for package name or an empty string if no package 
SpringFramework,WITHOUT_CLASSIFICATION,//  Do NOT delete "DefaultContextCache.this."; otherwise we accidentally   invoke java.util.Map.remove(Object Object). 
SpringFramework,WITHOUT_CLASSIFICATION,//  Note that it's important to ensure that we have this as   a FQN: otherwise it will match everything! 
SpringFramework,WITHOUT_CLASSIFICATION,//  Has the singleton object implicitly appeared in the meantime ->   if yes proceed with it since the exception indicates that state. 
SpringFramework,WITHOUT_CLASSIFICATION,//  conversion int>string 
SpringFramework,WITHOUT_CLASSIFICATION,//  Reset read-only flag. 
SpringFramework,WITHOUT_CLASSIFICATION,//  parseCheck("new int[] {123}.average()");   }   
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-7476 
SpringFramework,WITHOUT_CLASSIFICATION,//  evaluates to "Wireless communication" 
SpringFramework,WITHOUT_CLASSIFICATION,//  test matching with ?'s and .'s 
SpringFramework,WITHOUT_CLASSIFICATION,// -------------------------------------------------------------------------   Convenience methods for accessing XML content  ------------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Probably a class path resource: cache it forever. 
SpringFramework,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------------------   Implementation of InitializingBean interface  --------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Because a dynamic intersection may be composed of a static and dynamic part   we must avoid calling the 3-arg matches method on a dynamic matcher as   it will probably be an unsupported operation. 
SpringFramework,WITHOUT_CLASSIFICATION,//  but should still find it on classes. 
SpringFramework,WITHOUT_CLASSIFICATION,//  1) Find and merge AnnotationAttributes from the annotation hierarchy 
SpringFramework,WITHOUT_CLASSIFICATION,//  Shouldn't have changed first instance 
SpringFramework,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------------------   Abstract methods to be implemented by subclasses  --------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Constructor invocation 
SpringFramework,WITHOUT_CLASSIFICATION,//  parseCheck("3 in {12345}" "(3 in {12345})");   }   
SpringFramework,WITHOUT_CLASSIFICATION,//  We wrote all so can still write more.. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Write target_type target_info and target_path. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Just wanting to use the prefix or suffix within the template: 
SpringFramework,WITHOUT_CLASSIFICATION,//  Don't use ResolvedType.isAssignableFrom() as it won't be aware of (Spring) mixins 
SpringFramework,WITHOUT_CLASSIFICATION,//  A document can be a text literal 
SpringFramework,WITHOUT_CLASSIFICATION,//  If there's no EOL we must be at the end of the script so stop here. 
SpringFramework,WITHOUT_CLASSIFICATION,//  A generic reference to any name of any bean. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-15727 
SpringFramework,WITHOUT_CLASSIFICATION,//  Register BeanPostProcessorChecker that logs an info message when   a bean is created during BeanPostProcessor instantiation i.e. when 
SpringFramework,WITHOUT_CLASSIFICATION,//  Build list of ResourceBundle references for Locale. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Silently proceed with raw message if format not enforced... 
SpringFramework,WITHOUT_CLASSIFICATION,//  affects choice of ClassLoader 
SpringFramework,WITHOUT_CLASSIFICATION,//  Switch to FlushMode.AUTO as we have to assume a thread-bound Session   with FlushMode.MANUAL which needs to allow flushing within the transaction. 
SpringFramework,WITHOUT_CLASSIFICATION,//  PATCH 
SpringFramework,WITHOUT_CLASSIFICATION,//  Close the HTTP connection (if applicable). 
SpringFramework,WITHOUT_CLASSIFICATION,//  First try to get it as a normal name=value parameter 
SpringFramework,WITHOUT_CLASSIFICATION,//  not used in the response 
SpringFramework,WITHOUT_CLASSIFICATION,//  Ensure we have at least one ViewResolver by registering 
SpringFramework,WITHOUT_CLASSIFICATION,//  notice - different map   true because linkedlist allows duplicates 
SpringFramework,WITHOUT_CLASSIFICATION,//  Register all Hibernate mapping definitions in the given directories. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Method 
SpringFramework,WITHOUT_CLASSIFICATION,//  Must not be private. 
SpringFramework,WITHOUT_CLASSIFICATION,//  2. Above limit.. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Physically close durable subscribers at time of Session close call. 
SpringFramework,WITHOUT_CLASSIFICATION,//  A bean with a custom scope... 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-8410 
SpringFramework,WITHOUT_CLASSIFICATION,//  If the supplied content type is null fall back to multipart/form-data.   Otherwise rely on the fact that isMultipart() already verified the   supplied content type is multipart. 
SpringFramework,WITHOUT_CLASSIFICATION,//  If we aren't dealing with a raw type check if generic parameters are assignable. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Should have failed to load without error 
SpringFramework,WITHOUT_CLASSIFICATION,//  e.g. ActiveMQ 
SpringFramework,WITHOUT_CLASSIFICATION,//  backwards compatibility 
SpringFramework,WITHOUT_CLASSIFICATION,//  generic object conversion 
SpringFramework,WITHOUT_CLASSIFICATION,//  set ThreadLocal Map if none found 
SpringFramework,WITHOUT_CLASSIFICATION,//  Rare case: listener thread failed after container shutdown.   Log at debug level to avoid spamming the shutdown log. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Here we could put a GOTO_W in theory but if ASM specific instructions are used in this   method or another one and if the class has frames we will need to insert a frame after   this GOTO_W during the additional ClassReader -> ClassWriter round trip to remove the ASM   specific instructions. To not miss this additional frame we need to use an ASM_GOTO_W   here which has the unfortunate effect of forcing this additional round trip (which in 
SpringFramework,WITHOUT_CLASSIFICATION,//  add new 
SpringFramework,WITHOUT_CLASSIFICATION,//  ReadOnlySystemAttributesMap will come into play. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Determine handler for the current request. 
SpringFramework,WITHOUT_CLASSIFICATION,//  this method is used by the test above 
SpringFramework,WITHOUT_CLASSIFICATION,//  a bean is not eligible for getting processed by all BeanPostProcessors. 
SpringFramework,WITHOUT_CLASSIFICATION,//  but this is handled gracefully   and beans from both packages are available
SpringFramework,WITHOUT_CLASSIFICATION,//  check path 
SpringFramework,WITHOUT_CLASSIFICATION,//  Standard JCA 1.5 "subscriptionDurability" apparently not supported... 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-10170 
SpringFramework,WITHOUT_CLASSIFICATION,//  Setting the Set-Cookie header a 2nd time should overwrite the previous value 
SpringFramework,WITHOUT_CLASSIFICATION,//  1 invocation 
SpringFramework,WITHOUT_CLASSIFICATION,//  reached java.lang.Object 
SpringFramework,WITHOUT_CLASSIFICATION,//  Proceed with actual listener initialization. 
SpringFramework,WITHOUT_CLASSIFICATION,//  The PropertyEditor might not support this value... pass through. 
SpringFramework,WITHOUT_CLASSIFICATION,//  trickier: 
SpringFramework,WITHOUT_CLASSIFICATION,/* 	 * Testing the coercion of both the keys and the values to the correct type	  */
SpringFramework,WITHOUT_CLASSIFICATION,//  Async dispatch after concurrent handling produces result ... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Custom resolvers 
SpringFramework,WITHOUT_CLASSIFICATION,//  Search for further keys to strip with the first key stripped. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Custom argument resolvers and return value handlers 
SpringFramework,WITHOUT_CLASSIFICATION,//  If running in mixed mode revert to interpreted 
SpringFramework,WITHOUT_CLASSIFICATION,//  productExpression: powerExpr ((STAR^ | DIV^| MOD^) powerExpr)* ; 
SpringFramework,WITHOUT_CLASSIFICATION,//  Hibernate 5.1/5.2: manually enforce connection release mode ON_CLOSE (the former default) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Expect no methods 
SpringFramework,WITHOUT_CLASSIFICATION,//  handle -ref arguments 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-17027 
SpringFramework,WITHOUT_CLASSIFICATION,//  spaces 
SpringFramework,WITHOUT_CLASSIFICATION,//  Remove underlying context path first (e.g. Servlet container) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Will call pool.close() 
SpringFramework,WITHOUT_CLASSIFICATION,//  Serialize and continue... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Special case: it returned "this" and the return type of the method   is type-compatible. Note that we can't help if the target sets   a reference to itself in another returned object. 
SpringFramework,WITHOUT_CLASSIFICATION,//  No doOnDiscard as operators used do not cache 
SpringFramework,WITHOUT_CLASSIFICATION,//  Override default "dev" profile from   @ConfigClassesAndProfilesWithCustomDefaultsMetaConfig: 
SpringFramework,WITHOUT_CLASSIFICATION,//  Create the CacheInterceptor definition. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-14040 
SpringFramework,WITHOUT_CLASSIFICATION,//  Add two days because we start on Saturday 
SpringFramework,WITHOUT_CLASSIFICATION,//  notice whitespace 
SpringFramework,WITHOUT_CLASSIFICATION,//  In the form <? extends Number> is assignable to X... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Not a Class: OK we'll simply create BeanShell objects   through evaluating the script for every call later on.   For this first-time check let's simply return the   already evaluated object.
SpringFramework,WITHOUT_CLASSIFICATION,//  If type is not F_NEW then it is F_INSERT by hypothesis and currentBlock.frame contains   the stack map frame at the current instruction computed from the last F_NEW frame and   the bytecode instructions in between (via calls to CurrentFrame#execute). 
SpringFramework,WITHOUT_CLASSIFICATION,//  No WebLogic UserTransaction available or no transaction name specified   -> standard JTA begin call. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-15372 
SpringFramework,WITHOUT_CLASSIFICATION,// 	literal    : INTEGER_LITERAL  	| boolLiteral  	| STRING_LITERAL    | HEXADECIMAL_INTEGER_LITERAL    | REAL_LITERAL  	| DQ_STRING_LITERAL 
SpringFramework,WITHOUT_CLASSIFICATION,//  trim the leading '[' may leave other '['   build array big enough to hold remaining arguments 
